subid	 trial	 block	 startPred	 prediction	 reward	 PE	 RTpred	 SD	 EV	 BeginITI	 CueOnset	 LogPrediction	 Feedback	 OnsetTooSlow	 BaselineStart	 
06	 20	 2	 100	 71	 47	 -24	 2.210000e+00	 15	 65	 1.395033e+04	 1.395839e+04	 1.396161e+04	 1.396409e+04	 NaN	 
06	 21	 2	 2	 93	 57	 -36	 2.980000e+00	 15	 65	 1.396511e+04	 1.396878e+04	 1.397277e+04	 1.397502e+04	 NaN	 
06	 22	 2	 69	 75	 34	 -41	 2.090000e+00	 15	 65	 1.397604e+04	 1.398164e+04	 1.398473e+04	 1.398714e+04	 NaN	 
06	 23	 2	 56	 38	 65	 27	 2.160000e+00	 15	 65	 1.398816e+04	 1.398979e+04	 1.399296e+04	 1.399537e+04	 NaN	 
06	 24	 2	 86	 69	 65	 -4	 2.160000e+00	 5	 35	 1.399639e+04	 1.399820e+04	 1.400137e+04	 1.400400e+04	 NaN	 
06	 25	 2	 31	 44	 64	 20	 2.050000e+00	 5	 35	 1.400502e+04	 1.400992e+04	 1.401298e+04	 1.401602e+04	 NaN	 
06	 26	 2	 84	 61	 59	 -2	 2.240000e+00	 5	 35	 1.401704e+04	 1.401952e+04	 1.402277e+04	 1.402659e+04	 NaN	 
06	 27	 2	 76	 58	 17	 -41	 1.780000e+00	 5	 35	 1.402761e+04	 1.403198e+04	 1.403477e+04	 1.403830e+04	 NaN	 
06	 28	 2	 52	 26	 53	 27	 2.160000e+00	 15	 65	 1.403931e+04	 1.404483e+04	 1.404800e+04	 1.405191e+04	 NaN	 
06	 29	 2	 65	 77	 35	 -42	 2.060000e+00	 15	 65	 1.405292e+04	 1.405807e+04	 1.406113e+04	 1.406394e+04	 NaN	 
06	 30	 2	 78	 40	 26	 -14	 2.360000e+00	 15	 65	 1.406495e+04	 1.406987e+04	 1.407323e+04	 1.407724e+04	 NaN	 
06	 31	 2	 45	 56	 58	 2	 2.400000e+00	 15	 65	 1.407825e+04	 1.408011e+04	 1.408352e+04	 1.408576e+04	 NaN	 
06	 32	 2	 69	 52	 66	 14	 2.320000e+00	 5	 35	 1.408677e+04	 1.409811e+04	 1.410143e+04	 1.410395e+04	 NaN	 
06	 33	 2	 54	 62	 75	 13	 2.790000e+00	 5	 35	 1.410497e+04	 1.410649e+04	 1.411028e+04	 1.411353e+04	 NaN	 
06	 34	 2	 98	 50	 73	 23	 3.140000e+00	 5	 35	 1.411455e+04	 1.411616e+04	 1.412030e+04	 1.412371e+04	 NaN	 
06	 35	 2	 69	 54	 68	 14	 2.450000e+00	 5	 35	 1.412473e+04	 1.412675e+04	 1.413020e+04	 1.413247e+04	 NaN	 
06	 36	 2	 57	 53	 65	 12	 2.140000e+00	 5	 35	 1.413349e+04	 1.413657e+04	 1.413972e+04	 1.414224e+04	 NaN	 
06	 37	 2	 76	 52	 13	 -39	 2.520000e+00	 5	 35	 1.414327e+04	 1.414617e+04	 1.414970e+04	 1.415315e+04	 NaN	 
06	 38	 2	 64	 35	 32	 -3	 2.110000e+00	 15	 65	 1.415419e+04	 1.415563e+04	 1.415875e+04	 1.416131e+04	 NaN	 
06	 39	 2	 58	 23	 65	 42	 1.910000e+00	 15	 65	 1.416233e+04	 1.416618e+04	 1.416910e+04	 1.417197e+04	 NaN	 
06	 40	 2	 27	 61	 44	 -17	 2.640000e+00	 15	 65	 1.417300e+04	 1.417615e+04	 1.417980e+04	 1.418229e+04	 NaN	 
06	 41	 2	 88	 55	 38	 -17	 2.080000e+00	 15	 65	 1.418331e+04	 1.418572e+04	 1.418880e+04	 1.419089e+04	 NaN	 
06	 42	 2	 91	 48	 30	 -18	 2.300000e+00	 15	 65	 1.419191e+04	 1.419394e+04	 1.419725e+04	 1.420129e+04	 NaN	 
